Modelo,MSE,RMSE,MAE,R²,MAPE (%)
Lineal Simple,499.8928870872195,22.358284529167694,19.060526776624666,0.9913418324807151,5.043323492708584
Red Neuronal,598.8273849417212,24.47094981690987,19.99386695460197,0.9896282824823308,5.589664980626059
Red Avanzada,487.9818467884265,22.09031115191514,17.751085510224016,0.9915481322399231,4.877071139154243
